交易日期,多方＿自營商＿交易口數,多方＿投信＿交易口數,多方＿外資＿交易口數,空方＿自營商＿交易口數,空方＿投信＿交易口數,空方＿外資＿交易口數,多方＿自營商＿未平倉口數,多方＿投信＿未平倉口數,多方＿外資＿未平倉口數,空方＿自營商＿未平倉口數,空方＿投信＿未平倉口數,空方＿外資＿未平倉口數,融資(張),融券(張)
2018/10/22,21042,523,94481,19665,7,100768,12165,3375,53776,9400,28606,25846,3681,602
2018/10/23,25176,272,94369,24983,1378,93744,13584,3423,55629,10649,29760,27074,4043,711
2018/10/24,34218,95,131475,35636,515,128977,11336,3472,57112,9734,30229,26059,4316,715
2018/10/25,27917,79,130541,29060,2455,123948,11833,3427,62750,11453,32560,25104,4199,650
2018/10/26,30476,184,137165,28896,516,136408,13162,3406,61201,11132,32871,22798,4049,752
2018/10/29,21545,53,122833,21910,57,120940,12672,3416,59064,11108,32885,18768,3910,761
2018/10/30,21304,663,94150,22161,14,95113,11609,3424,61909,10991,32244,22577,3909,660
2018/10/31,27045,1641,88493,26586,13,91615,11534,3464,60323,10366,30656,24113,4420,666
2018/11/1,18235,1582,71151,17476,1,73672,13155,3742,60540,11122,29353,26851,4438,709
2018/11/2,19433,162,76105,20617,919,71817,12494,3660,65202,11465,30028,27225,4457,759
2018/11/5,21205,8,80712,19067,1770,85962,14049,3616,60854,10904,31746,28127,4349,883
2018/11/6,15822,37,54886,15864,505,55687,14205,3451,62764,11174,32049,30838,4375,962
2018/11/7,21102,613,71776,21931,135,68044,13657,3440,66561,11430,31560,30903,4386,1056
2018/11/8,16537,434,55185,14766,97,54514,15455,3348,69377,11481,31131,33048,4303,1080
2018/11/9,18456,15,58462,18138,1018,62080,15494,3330,66322,11255,32116,33611,4047,1130
2018/11/12,14933,1,59560,17057,206,54466,14004,3243,68975,11805,32234,31170,3849,1133
2018/11/13,26787,294,86028,27309,1079,83690,13204,3111,69506,11460,32887,29363,3717,1172
2018/11/14,19109,551,67994,18457,13,67161,14177,3133,69389,11788,32371,28392,3654,1186
2018/11/15,23783,3854,87310,23621,3695,86655,14046,3105,68633,11498,32184,26968,3648,1199
2018/11/16,21331,7020,87104,20952,7068,91657,13447,3091,68931,10815,32218,31811,3323,1091
2018/11/19,18941,14804,86236,19094,14588,84367,13060,3101,80605,10709,32012,41611,3220,1311
2018/11/20,26826,9430,117036,26915,9904,117700,13895,3055,83827,11469,32440,44500,2767,1437
2018/11/21,29321,235,83798,30390,201,81289,8654,3018,65351,8883,32409,23717,2815,1373
2018/11/22,9459,84,40279,9284,4,41379,9328,3071,63322,9412,32382,22788,2733,1415
2018/11/23,13602,205,44238,14658,91,44517,8909,3067,63239,10051,32264,22984,2858,1413
2018/11/26,22644,591,61332,22670,114,57943,7430,3071,66777,8831,31791,23129,2991,1414
2018/11/27,19151,67,52100,15277,5,59402,9896,3110,64077,7469,31768,27729,2873,1410
2018/11/28,21469,854,66654,23359,39,60639,8065,3082,67882,7548,30925,25519,2982,1290
2018/11/29,15886,236,61280,16799,125,62554,7305,3070,68015,7809,30802,26926,2995,1269
2018/11/30,15472,41,55202,13260,792,59551,9087,2978,65298,7462,31461,28559,3072,1288
2018/12/3,19139,1669,58829,20805,82,55403,8515,2913,70926,8703,29809,30750,3150,1371
2018/12/4,15337,21,48838,12986,1230,53180,10458,2795,65244,8346,30900,29418,3047,1338
2018/12/5,20918,37,65654,21683,1268,65567,9841,2765,63779,8448,32101,27891,3095,1322
2018/12/6,22675,126,67105,22047,1539,71820,11604,2845,60562,9682,33594,29389,2877,1317
2018/12/7,14783,1118,77938,14888,25,72466,11516,2861,64361,9771,32517,27712,2854,1351
2018/12/10,15725,15,73435,17280,413,73511,11375,2807,63479,11129,32861,26903,2846,1351
2018/12/11,17547,946,71594,15498,33,73036,13164,2807,61998,10663,31948,26864,2651,1283
2018/12/12,20092,288,74569,20291,0,71841,13282,2836,61934,10931,31689,23072,2579,1212
2018/12/13,12098,2795,60805,12476,3557,58583,12622,2838,64632,10698,32453,23548,2691,1182
2018/12/14,23233,5780,74243,21667,6898,78843,14034,2820,61139,10542,33553,24655,3393,1153
2018/12/17,18688,16419,82561,20679,16476,78343,12422,3001,64778,10970,33791,24076,3104,1330
2018/12/18,25368,10645,117774,25277,11858,119264,14166,2984,69575,12623,34986,30373,3344,1322
2018/12/19,18315,326,59044,19406,809,54037,9862,2975,60126,7737,35477,17693,3352,1318
2018/12/20,13599,0,77792,13708,1361,79602,10177,2950,60055,8155,36813,19432,3005,1353
2018/12/21,15775,16,59572,14974,431,60782,11142,2894,58245,8264,37172,18832,2852,1357
2018/12/24,6418,5,34961,6496,523,34034,11280,2896,56352,8362,38424,20663,3097,1335
2018/12/25,16902,74,44683,15765,1718,45261,12520,2938,56489,8402,40110,21379,3075,1349
2018/12/26,13398,4,46620,15346,1396,42585,10024,2792,58475,7875,41356,19330,3093,1350
2018/12/27,12692,1733,71597,13362,107,64660,10819,2835,62485,9336,39773,16403,2798,1350
2018/12/28,8405,132,58528,9360,79,57584,11115,2826,63045,10572,39711,16021,3008,1340
2019/1/2,25157,100,75965,21863,306,87220,12262,2831,58863,8430,39922,23094,3087,1313
2019/1/3,16812,2700,66602,15525,36,69120,13689,2818,56822,8652,37245,23571,3148,1311
2019/1/4,21064,2160,89494,21431,342,93095,13883,2776,54589,9190,35385,24938,3224,1306
2019/1/7,19845,3309,84787,19593,49,78277,13335,2817,60367,8382,32166,22604,3422,1370
2019/1/8,13906,2077,60673,16334,0,62861,13044,2834,57740,10565,30106,22165,3403,1375
2019/1/9,25730,2146,78400,26344,32,70396,12002,2850,64785,10552,28008,19979,3130,1397
2019/1/10,11547,519,56889,12693,11,54451,11351,2864,64359,10929,27514,17116,3130,1403
2019/1/11,18590,4067,75185,20658,2884,73066,11504,2805,67329,13096,26272,17967,3359,1385
2019/1/14,18279,16818,77665,15995,17092,82889,11342,2767,63122,10754,26508,18984,3560,1389
2019/1/15,30756,9043,112246,32769,8618,104217,12944,2759,75671,14267,26124,22716,3492,1418
2019/1/16,19705,556,61870,19248,738,64513,8085,2736,59617,10951,26299,11300,3343,1416
2019/1/17,14823,3,64983,16163,4,60913,8427,2735,64998,12649,26299,12611,3356,778
2019/1/18,13314,305,59354,11764,91,59409,9079,2665,67206,11784,26015,14874,3000,723
2019/1/21,14825,234,60779,14815,644,61024,9752,2034,69501,12472,25794,16205,2934,591
2019/1/22,10825,16,38974,9789,429,38260,10114,2030,69138,11823,26203,15122,2648,474
2019/1/23,13074,46,52099,12267,733,57861,10086,2051,63637,11284,26911,15383,2647,399
2019/1/24,12202,29,53299,11217,35,49858,11024,2032,65876,11114,26898,14180,2595,302
2019/1/25,13802,33,64625,17418,56,55211,10431,1979,74121,14022,26868,13009,2561,2
2019/1/28,9729,4,43603,9123,63,45729,11063,1954,72820,13977,26902,13834,2532,0
2019/1/29,15984,3,54350,13962,1030,61129,11537,1914,67302,12351,27889,15095,2505,0
2019/1/30,11699,117,40727,11887,162,42514,10972,1923,65349,11928,27943,14929,2459,0
2019/2/11,16109,94,51926,15984,223,49444,10891,1930,67707,11532,28079,14801,2672,71
2019/2/12,12417,348,38138,11543,100,33061,12733,1907,71223,12275,27808,13231,2678,124
2019/2/13,15411,36,42222,13120,168,47446,13678,1931,69015,10929,27964,16234,2823,161
2019/2/14,12671,433,48251,14192,460,44614,12329,1916,69348,10843,27976,12899,2442,180
2019/2/15,17160,8000,69420,17563,8310,68803,12073,1885,69957,11047,28255,12891,2428,251
2019/2/18,19052,12412,72146,19599,11397,71321,13883,1854,73597,13117,27209,14809,2426,271
2019/2/19,16602,8164,69634,14744,8161,68604,17344,1854,83258,15851,27206,23437,2379,253
2019/2/20,27164,1139,62551,31199,692,56292,9345,1782,75669,15219,26707,10322,2277,284
2019/2/21,12115,31,44009,10989,12,43574,11111,1785,74926,15859,26691,9132,2206,355
2019/2/22,10734,49,43289,9136,14,49009,11682,1775,69782,14818,26646,9707,2193,372
2019/2/25,13811,226,50244,14150,7,50935,12459,1776,69285,15944,26428,9897,2196,376
2019/2/26,13176,1,45276,12754,415,44280,12205,1761,69974,15275,26827,9590,2188,381
2019/2/27,11218,0,35318,12324,310,35741,10379,1754,71404,14563,27130,11443,2125,380
2019/3/4,16442,0,55291,13155,326,63672,10844,1745,69061,11744,27447,17474,2129,390
2019/3/5,11197,15,53682,11938,630,50600,11753,1746,67529,13500,28063,14317,1955,449
2019/3/6,12331,36,49244,14171,0,44239,11088,1771,70388,14672,28052,12171,1902,459
2019/3/7,11757,0,42830,12491,553,42231,11788,1735,70349,16106,28569,11556,1868,477
2019/3/8,16738,0,62329,16196,815,64922,12729,1723,70137,16561,29372,13937,1808,480
2019/3/11,10466,90,44341,9356,1,45433,13174,1727,69849,15974,29287,14741,1734,583
2019/3/12,18327,806,50941,18443,13,49502,14366,1757,69846,17283,28524,13275,1680,591
2019/3/13,14052,13,46867,12796,19,46057,14157,1743,69288,15841,28516,11912,1704,584
,,,,,,,,,,,,,1682,461
,,,,,,,,,,,,,1688,457
,,,,,,,,,,,,,1701,467
,,,,,,,,,,,,,1740,433
,,,,,,,,,,,,,1755,428
,,,,,,,,,,,,,1756,423
,,,,,,,,,,,,,1763,433
